canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1,CHEMBL3634634,=,=,Delta Tm,degrees C,3.99,deltaTm,degrees C,3.99
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,Delta Tm,degrees C,21.92,deltaTm,degrees C,21.92
NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(N)(=O)=O)cc2)C(N)=N1,CHEMBL1412044,=,=,Delta Tm,degrees C,7.57,deltaTm,degrees C,7.57
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,Delta Tm,degrees C,23.13,deltaTm,degrees C,23.13
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,Delta Tm,degrees C,11.04,deltaTm,degrees C,11.04
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,Kd,nM,6930.0,Kd(app),uM,6.93
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,Kd,nM,6160.0,Kd(app),uM,6.16
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(Cl)cc2Cl)cc1,CHEMBL97830,=,=,Kd,nM,82550.0,Kd(app),uM,82.55
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CHEMBL268914,=,=,Kd,nM,8740.0,Kd(app),uM,8.74
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,=,=,Kd,nM,11770.0,Kd(app),uM,11.77
Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL548155,=,=,Kd,nM,9320.0,Kd(app),uM,9.32
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL266573,=,=,Kd,nM,17230.0,Kd(app),uM,17.23
CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL589682,=,=,Kd,nM,18510.0,Kd(app),uM,18.51
CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL333873,=,=,Kd,nM,24530.0,Kd(app),uM,24.53
CC1(C)N=C(N)N=C(N)N1c1cccc(CN)c1,CHEMBL1625056,=,=,Kd,nM,33160.0,Kd(app),uM,33.16
CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1,CHEMBL3634634,=,=,Kd,nM,144540.0,Kd(app),uM,144.54
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,Kd,nM,730.0,Kd(app),uM,0.73
NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(N)(=O)=O)cc2)C(N)=N1,CHEMBL1412044,=,=,Kd,nM,48010.0,Kd(app),uM,48.01
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,Kd,nM,10.0,Kd(app),uM,0.01
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,Kd,nM,340.0,Kd(app),uM,0.34
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,IC50,nM,1150.0,IC50,uM,1.15
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,IC50,nM,1840.0,IC50,uM,1.84
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,IC50,nM,7590.0,IC50,uM,7.59
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,IC50,nM,18450.0,IC50,uM,18.45
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CHEMBL268914,=,=,IC50,nM,20190.0,IC50,uM,20.19
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,=,=,IC50,nM,20910.0,IC50,uM,20.91
Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL548155,=,=,IC50,nM,32270.0,IC50,uM,32.27
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL266573,=,=,IC50,nM,89100.0,IC50,uM,89.1
CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL333873,=,=,IC50,nM,262700.0,IC50,uM,262.7
CC1(C)N=C(N)N=C(N)N1c1cccc(CN)c1,CHEMBL1625056,=,=,IC50,nM,478400.0,IC50,uM,478.4
CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1,CHEMBL3634634,=,=,IC50,nM,721600.0,IC50,uM,721.6
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,IC50,nM,62830.0,IC50,uM,62.83
NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(N)(=O)=O)cc2)C(N)=N1,CHEMBL1412044,=,=,IC50,nM,1548000.0,IC50,uM,1548.0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CHEMBL741,=,=,IC50,nM,348900.0,IC50,uM,348.9
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,Ki,nM,49.7,Ki(app),uM,0.0497
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,Ki,nM,92.6,Ki(app),uM,0.0926
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,Ki,nM,359.1,Ki(app),uM,0.3591
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,Ki,nM,880.2,Ki(app),uM,0.8802
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CHEMBL268914,=,=,Ki,nM,958.0,Ki(app),uM,0.958
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,=,=,Ki,nM,1020.0,Ki(app),uM,1.02
Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL548155,=,=,Ki,nM,1550.0,Ki(app),uM,1.55
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL266573,=,=,Ki,nM,4020.0,Ki(app),uM,4.02
CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL333873,=,=,Ki,nM,11160.0,Ki(app),uM,11.16
CC1(C)N=C(N)N=C(N)N1c1cccc(CN)c1,CHEMBL1625056,=,=,Ki,nM,20220.0,Ki(app),uM,20.22
CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1,CHEMBL3634634,=,=,Ki,nM,39300.0,Ki(app),uM,39.3
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,Ki,nM,2890.0,Ki(app),uM,2.89
NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(N)(=O)=O)cc2)C(N)=N1,CHEMBL1412044,=,=,Ki,nM,105000.0,Ki(app),uM,105.0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CHEMBL741,=,=,Ki,nM,15240.0,Ki(app),uM,15.24
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,Ki,nM,42.5,Ki,nM,42.5
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,Ki,nM,100.9,Ki,nM,100.9
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,Ki,nM,394.3,Ki,nM,394.3
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,Ki,nM,430.0,Ki,nM,430.0
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,Ki,nM,3816.0,Ki,nM,3816.0
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,alphaKi,nM,946.4,alphaKi,nM,946.4
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,alphaKi,nM,2019.0,alphaKi,nM,2019.0
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,CHEMBL94742,=,=,alphaKi,nM,7432.0,alphaKi,nM,7432.0
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,alphaKi,nM,12300.0,alphaKi,nM,12300.0
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL316611,=,=,alphaKi,nM,62240.0,alphaKi,nM,62240.0
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,Ratio,,27.0,Ratio,,27.0
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,CHEMBL97567,=,=,Ratio,,18.0,Ratio,,18.0
CCc1nc(N)nc(N)c1C#CCc1cc(-c2ccccc2C(=O)O)ccc1OC,CHEMBL3827086,=,=,Ki,nM,2.12,Ki,nM,2.12
CCc1nc(N)nc(N)c1C#CCc1cc(-c2cccc(C(=O)O)c2)ccc1OC.O=C(O)C(F)(F)F,CHEMBL3828724,=,=,Ki,nM,5.72,Ki,nM,5.72
CCc1nc(N)nc(N)c1C#CCc1cc(-c2ccc(C(=O)O)cc2)ccc1OC,CHEMBL3827532,=,=,Ki,nM,0.98,Ki,nM,0.98
CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2ccc(C(=O)O)cc2)c1.O=C(O)C(F)(F)F,CHEMBL3828291,=,=,Ki,nM,5.52,Ki,nM,5.52
CC(=O)O.CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(-c2ccc(C(=O)O)cc2)ccc1OC,CHEMBL3827326,=,=,Ki,nM,1.93,Ki,nM,1.93
CC(=O)O.CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(-c2ccc(C(=O)O)cc2)ccc1OC,CHEMBL3827760,=,=,Ki,nM,3.14,Ki,nM,3.14
CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)cc(-c2ccc(C(=O)O)cc2)c1,CHEMBL3828485,=,=,Ki,nM,0.91,Ki,nM,0.91
CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(-c2ccc(C(=O)O)cc2)c1,CHEMBL3828581,=,=,Ki,nM,1.806,Ki,nM,1.806
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ki,nM,0.22,Ki,nM,0.22
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,Ki,nM,0.001,Ki,pM,1.0
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,Kd,nM,13.0,Kd,uM,0.013
Cc1cc([N+](=O)[O-])c(C)cc1CSC(=N)NC(=N)N,CHEMBL5291432,=,=,Kd,nM,3200.0,Kd,uM,3.2
CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(-c2ccc(C(=O)O)cc2)c1,CHEMBL3828581,=,=,Ki,nM,1.8,Ki,uM,0.0018
CCc1nc(N)nc(N)c1C#CC(C)c1cc2c(c(-c3ccncc3)c1)OCO2,CHEMBL4532935,=,=,IC50,nM,39.0,IC50,uM,0.039
Nc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,CHEMBL1724189,=,=,IC50,nM,189.0,IC50,uM,0.189
CC(=O)Nc1ccc(/C=C/c2ccc(N=C=S)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,CHEMBL1162149,=,=,IC50,nM,32300.0,IC50,uM,32.3
Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,CHEMBL43065,=,=,IC50,nM,95700.0,IC50,uM,95.7
CCc1nc(N)nc(N)c1C#CC(C)c1cc2c(c(-c3ccncc3)c1)OCO2,CHEMBL4532935,=,=,IC50,nM,366.0,IC50,uM,0.366
Nc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,CHEMBL1724189,=,=,Ki,nM,7.8,Ki,uM,0.0078
CC(=O)Nc1ccc(/C=C/c2ccc(N=C=S)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,CHEMBL1162149,=,=,Ki,nM,35860.0,Ki,uM,35.86
Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,CHEMBL43065,=,=,Ki,nM,31480.0,Ki,uM,31.48
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(=O)NCCCCCCNC(=O)[C@@H](CCCN/C(=N\C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,CHEMBL5434217,=,=,Activity,%,60.0,Activity,%,60.0
CCOC(=O)c1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)c2ccccc12,CHEMBL5411814,=,=,Inhibition,%,4.66,INH,%,4.66
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3ccccc3c2)n1,CHEMBL5279457,=,=,Inhibition,%,73.18,INH,%,73.18
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3ccccc3n2)n1,CHEMBL5393757,=,=,Inhibition,%,95.03,INH,%,95.03
COC(=O)c1ccc2nc(Cn3ccc4c5c(N)nc(N)nc5ccc43)ccc2c1,CHEMBL5421718,=,=,Inhibition,%,13.7,INH,%,13.7
Nc1nc(N)c2c(ccc3c2ccn3Cc2cc3ccccc3s2)n1,CHEMBL5413005,=,=,Inhibition,%,83.04,INH,%,83.04
Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccccc3o2)n1,CHEMBL5435092,=,=,Inhibition,%,74.93,INH,%,74.93
Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccccc3s2)n1,CHEMBL5402769,=,=,Inhibition,%,98.83,INH,%,98.83
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3ncsc3c2)n1,CHEMBL5416797,=,=,Inhibition,%,37.43,INH,%,37.43
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3scnc3c2)n1,CHEMBL5411835,=,=,Inhibition,%,88.34,INH,%,88.34
Nc1nc(N)c2c(ccc3c2ccn3Cc2cccc3scnc23)n1,CHEMBL5405387,=,=,Inhibition,%,99.87,INH,%,99.87
COc1ccc2nc(Cn3ccc4c5c(N)nc(N)nc5ccc43)sc2c1,CHEMBL5433381,=,=,Inhibition,%,10.53,INH,%,10.53
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc(C(=O)O)c3ccccc23)n1,CHEMBL5407162,=,=,Inhibition,%,99.74,INH,%,99.74
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3cc(C(=O)O)ccc3c2)n1,CHEMBL5425512,=,=,Inhibition,%,96.21,INH,%,96.21
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3cc(C(=O)O)ccc3n2)n1,CHEMBL5409950,=,=,Inhibition,%,98.83,INH,%,98.83
Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccc(C(=O)O)cc3s2)n1,CHEMBL5431787,=,=,Inhibition,%,17.2,INH,%,17.2
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3nc(N)sc3c2)n1,CHEMBL5403429,=,=,Inhibition,%,62.68,INH,%,62.68
Nc1nc(N)c2c(ccc3c2cc(-c2ccccc2)n3Cc2nc3ccccc3s2)n1,CHEMBL5436640,=,=,Inhibition,%,23.94,INH,%,23.94
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Inhibition,%,95.91,INH,%,95.91
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,CHEMBL134561,=,=,Inhibition,%,99.89,INH,%,99.89
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3ccccc3n2)n1,CHEMBL5393757,=,=,IC50,nM,680.6,IC50,nM,680.6
Nc1nc(N)c2c(ccc3c2ccn3Cc2cc3ccccc3s2)n1,CHEMBL5413005,=,=,IC50,nM,700.6,IC50,nM,700.6
Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccccc3o2)n1,CHEMBL5435092,=,=,IC50,nM,190.7,IC50,nM,190.7
Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccccc3s2)n1,CHEMBL5402769,=,=,IC50,nM,369.8,IC50,nM,369.8
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3scnc3c2)n1,CHEMBL5411835,=,=,IC50,nM,270.2,IC50,nM,270.2
Nc1nc(N)c2c(ccc3c2ccn3Cc2cccc3scnc23)n1,CHEMBL5405387,=,=,IC50,nM,229.6,IC50,nM,229.6
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc(C(=O)O)c3ccccc23)n1,CHEMBL5407162,=,=,IC50,nM,163.9,IC50,nM,163.9
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3cc(C(=O)O)ccc3c2)n1,CHEMBL5425512,=,=,IC50,nM,149.7,IC50,nM,149.7
Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3cc(C(=O)O)ccc3n2)n1,CHEMBL5409950,=,=,IC50,nM,88.49,IC50,nM,88.49
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,56.6,IC50,nM,56.6
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,CHEMBL134561,=,=,IC50,nM,65.35,IC50,nM,65.35
